EmployeeID,Salary,,City,Country,Gender,Hire Date,Department,Time Type
632,270150,280150,London,United Kingdom,Male,25/12/2020,Administration,Full time
633,75000,85000,Lithuania,Lithuania,Diverse,25/12/2020,Administration,Full time
634,60000,70000,Dublin,Ireland,Female,22/01/2021,Administration,Full time
635,35000,45000,Dublin,Ireland,Male,25/12/2020,Administration,Full time
636,32000,42000,London,United Kingdom,Female,25/12/2020,Administration,Full time
639,55000,65000,Berlin,Germany,Female,22/12/2020,Administration,Full time
640,80300,90300,Berlin,Germany,Male,22/01/2021,Administration,Full time
641,325000,335000,Berlin,Germany,Female,22/12/2020,Administration,Full time
642,77750,87750,Lithuania,Lithuania,Male,22/01/2021,Administration,Full time
643,170500,180500,Dublin,Ireland,Male,10/01/2021,Administration,Full time
644,78110,88110,Dublin,Ireland,Male,25/12/2020,Administration,Full time
645,80000,90000,Berlin,Germany,Female,05/01/2021,Administration,Full time
646,75000,85000,London,United Kingdom,Female,22/01/2021,Administration,Full time
649,50000,60000,Berlin,Germany,Male,05/02/2021,Administration,Full time
650,32627,42627,São Paulo,Brazil,Male,25/12/2020,Administration,Full time
652,65000,75000,Berlin,Germany,Female,31/01/2021,Administration,Full time
654,72500,82500,Boulder,United States of America,Female,28/02/2021,Administration,Full time
655,71000,81000,Berlin,Germany,Female,21/04/2021,Administration,Full time
656,78000,88000,Berlin,Germany,Female,21/03/2021,Administration,Full time
658,65000,75000,Berlin,Germany,Female,21/03/2021,Administration,Full time
659,92500,102500,Berlin,Germany,Female,04/04/2021,Administration,Full time
664,40000,50000,Dublin,Ireland,Female,21/03/2021,Administration,Full time
665,137800,147800,London,United Kingdom,Female,21/04/2021,Administration,Full time
667,42000,52000,Berlin,Germany,Male,04/04/2021,Administration,Full time
668,90000,100000,Berlin,Germany,Male,21/03/2021,Administration,Full time
669,47000,57000,Berlin,Germany,Male,04/04/2021,Administration,Full time
670,100000,110000,Berlin,Germany,Male,21/03/2021,Administration,Full time
672,65000,75000,Berlin,Germany,Male,04/04/2021,Administration,Full time
675,90000,100000,Luxembourg,Luxembourg,Diverse,21/03/2021,Administration,Part time
682,34800,44800,Berlin,Germany,Male,05/05/2021,Administration,Full time
688,31200,41200,London,United Kingdom,Female,21/04/2021,Administration,Full time
694,130000,140000,Dublin,Ireland,Female,24/05/2021,Administration,Full time
695,350000,360000,Berlin,Germany,Male,06/05/2021,Administration,Full time
698,120000,130000,Berlin,Germany,Female,06/05/2021,Administration,Full time
699,85000,95000,Berlin,Germany,Male,06/05/2021,Administration,Full time
700,63800,73800,Berlin,Germany,Male,06/05/2021,Administration,Full time
701,90000,100000,Dublin,Ireland,Female,16/05/2021,Administration,Full time
702,55000,65000,Berlin,Germany,Male,06/05/2021,Administration,Full time
703,55000,65000,Berlin,Germany,Male,06/05/2021,Administration,Full time
704,45000,55000,Berlin,Germany,Female,06/05/2021,Administration,Full time
705,91500,101500,Dublin,Ireland,Male,15/05/2021,Administration,Full time
707,45000,55000,Berlin,Germany,Male,06/06/2021,Administration,Full time
708,62500,72500,Berlin,Germany,Female,06/06/2021,Administration,Full time
711,53000,63000,Berlin,Germany,Male,06/07/2021,Administration,Full time
713,41666,51666,Warsaw,Poland,Male,06/07/2021,Administration,Full time
714,85000,95000,Berlin,Germany,Female,06/07/2021,Administration,Full time
715,150000,160000,Berlin,Germany,Female,06/07/2021,Administration,Full time
721,64000,74000,Berlin,Germany,Female,06/11/2021,Administration,Full time
725,48000,58000,São Paulo,Brazil,Male,21/08/2021,Administration,Full time
726,80000,90000,Berlin,Germany,Male,06/11/2021,Administration,Full time
727,20000,30000,São Paulo,Brazil,Male,21/08/2021,Administration,Full time
734,45000,55000,Copenhagen,Denmark,Female,26/09/2021,Administration,Full time
739,90000,100000,Berlin,Germany,Female,06/11/2021,Administration,Full time
741,32000,42000,Berlin,Germany,Female,20/11/2021,Administration,Full time
742,36000,46000,Berlin,Germany,Male,20/11/2021,Administration,Part time
743,37000,47000,Berlin,Germany,Female,06/12/2021,Administration,Full time
744,36000,46000,Paris,France,Female,27/11/2021,Administration,Full time
746,75000,85000,Berlin,Germany,Male,06/03/2022,Administration,Full time
747,24500,34500,São Paulo,Brazil,Female,06/12/2021,Administration,Full time
752,75000,85000,London,United Kingdom,Male,05/02/2022,Administration,Full time
753,41666,51666,Warsaw,Poland,Male,06/01/2022,Administration,Full time
754,115000,125000,Dublin,Ireland,Male,07/02/2022,Administration,Full time
755,110000,120000,Berlin,Germany,Male,20/01/2022,Administration,Full time
761,96000,106000,Amsterdam,Netherlands,Male,06/02/2022,Administration,Full time
770,21000,31000,Berlin,Germany,Male,06/03/2022,Administration,Full time
771,65000,75000,London,United Kingdom,Female,06/03/2022,Administration,Full time
773,206000,216000,California - San Francisco,United States of America,Male,31/05/2015,Administration,Full time
777,135000,145000,California - San Francisco,United States of America,Female,20/11/2021,Administration,Full time
801,95000,105000,Berlin,Germany,Male,08/02/2014,Research & Development,Full time
805,100000,110000,Berlin,Germany,Male,06/01/2015,Research & Development,Full time
810,95000,105000,Berlin,Germany,Male,06/08/2017,Research & Development,Full time
813,77077,87077,Berlin,Germany,Male,20/01/2018,Research & Development,Full time
814,90000,100000,Cologne,Germany,Male,06/03/2018,Research & Development,Full time
815,42000,52000,Berlin,Germany,Male,06/04/2018,Research & Development,Full time
816,42600,52600,Berlin,Germany,Male,20/03/2018,Research & Development,Full time
818,38988,48988,Berlin,Germany,Male,06/07/2018,Research & Development,Full time
819,76500,86500,Cologne,Germany,Male,06/09/2018,Research & Development,Part time
820,85000,95000,Berlin,Germany,Male,20/08/2018,Research & Development,Full time
821,90000,100000,Cologne,Germany,Male,06/11/2018,Research & Development,Full time
822,95000,105000,Berlin,Germany,Female,27/10/2018,Research & Development,Full time
825,90000,100000,Cologne,Germany,Male,06/01/2019,Research & Development,Full time
826,84000,94000,Berlin,Germany,Male,20/01/2019,Research & Development,Full time
827,95000,105000,Berlin,Germany,Male,20/01/2019,Research & Development,Full time
828,38000,48000,Berlin,Germany,Female,20/01/2019,Research & Development,Full time
829,59000,69000,Berlin,Germany,Female,06/04/2019,Research & Development,Full time
832,37000,47000,Berlin,Germany,Male,06/03/2019,Research & Development,Full time
833,85000,95000,Berlin,Germany,Male,20/03/2019,Research & Development,Full time
837,33500,43500,Berlin,Germany,Female,06/08/2019,Research & Development,Full time
838,35200,45200,Berlin,Germany,Male,20/07/2019,Research & Development,Full time
840,32300,42300,Berlin,Germany,Female,06/08/2019,Research & Development,Full time
841,33500,43500,Berlin,Germany,Male,06/08/2019,Research & Development,Full time
843,37000,47000,Berlin,Germany,Male,20/09/2019,Research & Development,Full time
844,36400,46400,Berlin,Germany,Male,06/10/2019,Research & Development,Full time
845,210000,220000,Berlin,Germany,Male,06/02/2020,Research & Development,Full time
846,66000,76000,Cologne,Germany,Male,06/11/2019,Research & Development,Full time
847,30300,40300,Berlin,Germany,Male,06/01/2020,Research & Development,Full time
849,74000,84000,Cologne,Germany,Male,06/12/2019,Research & Development,Full time
851,46350,56350,Berlin,Germany,Male,20/01/2020,Research & Development,Full time
853,30300,40300,Berlin,Germany,Male,06/02/2020,Research & Development,Full time
854,195000,205000,Berlin,Germany,Male,06/02/2020,Research & Development,Full time
855,18000,28000,Cologne,Germany,Female,06/02/2020,Research & Development,Part time
856,38700,48700,Berlin,Germany,Male,20/02/2020,Research & Development,Full time
858,90000,100000,Berlin,Germany,Male,06/03/2020,Research & Development,Full time
859,45000,55000,Berlin,Germany,Male,20/03/2020,Research & Development,Full time
861,65000,75000,Berlin,Germany,Female,06/04/2020,Research & Development,Full time
862,92000,102000,Berlin,Germany,Male,06/04/2020,Research & Development,Full time
863,115000,125000,Berlin,Germany,Male,06/05/2020,Research & Development,Full time
866,110000,120000,Berlin,Germany,Female,06/06/2020,Research & Development,Full time
867,84000,94000,Berlin,Germany,Male,06/07/2020,Research & Development,Full time
869,68000,78000,Berlin,Germany,Female,06/07/2020,Research & Development,Full time
870,135000,145000,Berlin,Germany,Male,06/07/2020,Research & Development,Full time
871,64800,74800,Cologne,Germany,Male,20/07/2020,Research & Development,Part time
873,81000,91000,Berlin,Germany,Male,06/08/2020,Research & Development,Full time
874,85000,95000,Berlin,Germany,Male,06/09/2020,Research & Development,Full time
875,80300,90300,Cologne,Germany,Male,06/11/2020,Research & Development,Part time
876,110000,120000,Cologne,Germany,Male,06/10/2020,Research & Development,Full time
877,50600,60600,Berlin,Germany,Female,06/10/2020,Research & Development,Full time
879,98000,108000,Berlin,Germany,Male,20/10/2020,Research & Development,Full time
880,105000,115000,Berlin,Germany,Male,06/11/2020,Research & Development,Full time
881,180000,190000,Berlin,Germany,Male,06/11/2020,Research & Development,Full time
882,50400,60400,Berlin,Germany,Male,20/11/2020,Research & Development,Part time
884,120000,130000,Berlin,Germany,Male,06/12/2020,Research & Development,Full time
885,50000,60000,Berlin,Germany,Male,06/12/2020,Research & Development,Full time
886,46000,56000,Berlin,Germany,Male,06/12/2020,Research & Development,Full time
887,43000,53000,Berlin,Germany,Female,06/12/2020,Research & Development,Full time
888,85000,95000,Berlin,Germany,Male,06/12/2020,Research & Development,Full time
889,150000,160000,Boulder,United States of America,Female,14/12/2019,Research & Development,Full time
890,55467,65467,São Paulo,Brazil,Male,28/05/2016,Research & Development,Full time
891,17985,27985,São Paulo,Brazil,Male,07/03/2017,Research & Development,Full time
894,20710,30710,São Paulo,Brazil,Male,15/10/2016,Research & Development,Full time
895,43600,53600,São Paulo,Brazil,Male,14/01/2017,Research & Development,Full time
898,28885,38885,São Paulo,Brazil,Male,10/06/2017,Research & Development,Full time
905,17985,27985,São Paulo,Brazil,Male,21/05/2018,Research & Development,Full time
911,75000,85000,Berlin,Germany,Male,06/10/2018,Research & Development,Full time
929,23980,33980,São Paulo,Brazil,Male,10/08/2019,Research & Development,Full time
930,26890,36890,São Paulo,Brazil,Female,10/08/2019,Research & Development,Full time
937,17985,27985,São Paulo,Brazil,Male,23/11/2019,Research & Development,Full time
938,18530,28530,São Paulo,Brazil,Male,23/11/2019,Research & Development,Full time
939,17000,27000,São Paulo,Brazil,Female,07/12/2019,Research & Development,Full time
940,21800,31800,São Paulo,Brazil,Female,07/12/2019,Research & Development,Full time
942,18000,28000,São Paulo,Brazil,Male,11/01/2020,Research & Development,Full time
943,68000,78000,Berlin,Germany,Female,11/01/2020,Research & Development,Full time
952,90000,100000,Berlin,Germany,Male,08/02/2020,Research & Development,Full time
957,23980,33980,São Paulo,Brazil,Male,07/03/2020,Research & Development,Full time
969,25000,35000,São Paulo,Brazil,Male,18/10/2020,Research & Development,Full time
971,20282,30282,São Paulo,Brazil,Male,08/11/2020,Research & Development,Full time
975,23000,33000,São Paulo,Brazil,Male,21/11/2020,Research & Development,Full time
977,23500,33500,São Paulo,Brazil,Male,21/11/2020,Research & Development,Full time
978,18000,28000,São Paulo,Brazil,Male,06/12/2020,Research & Development,Full time
980,115000,125000,London,United Kingdom,Male,06/02/2021,Research & Development,Full time
981,60420,70420,Berlin,Germany,Female,20/01/2021,Research & Development,Full time
982,80000,90000,Cologne,Germany,Male,06/01/2021,Research & Development,Full time
983,75000,85000,Berlin,Germany,Female,06/01/2021,Research & Development,Full time
986,77000,87000,Berlin,Germany,Female,06/01/2021,Research & Development,Full time
987,95000,105000,Berlin,Germany,Female,06/01/2021,Research & Development,Full time
988,92000,102000,Berlin,Germany,Female,06/01/2021,Research & Development,Full time
990,28500,38500,Berlin,Germany,Male,20/01/2021,Research & Development,Full time
991,167000,177000,Boulder,United States of America,Male,23/01/2021,Research & Development,Full time
992,75000,85000,Berlin,Germany,Male,06/02/2021,Research & Development,Full time
994,100000,110000,Berlin,Germany,Male,06/02/2021,Research & Development,Full time
995,80000,90000,Berlin,Germany,Male,06/02/2021,Research & Development,Full time
996,73000,83000,Cologne,Germany,Male,06/02/2021,Research & Development,Full time
997,78000,88000,Cologne,Germany,Male,06/02/2021,Research & Development,Full time
998,22000,32000,São Paulo,Brazil,Male,06/02/2021,Research & Development,Full time
1000,80000,90000,Berlin,Germany,Male,20/02/2021,Research & Development,Full time
1002,35785,45785,São Paulo,Brazil,Male,16/01/2021,Research & Development,Full time
1004,17892,27892,São Paulo,Brazil,Male,16/01/2021,Research & Development,Full time
1007,84000,94000,Berlin,Germany,Male,20/02/2021,Research & Development,Full time
1008,70000,80000,Cologne,Germany,Female,06/02/2021,Research & Development,Full time
1010,66000,76000,Berlin,Germany,Female,06/03/2021,Research & Development,Full time
1011,28500,38500,Berlin,Germany,Male,06/03/2021,Research & Development,Full time
1015,75000,85000,Berlin,Germany,Male,06/03/2021,Research & Development,Full time
1016,110000,120000,Berlin,Germany,Female,06/03/2021,Research & Development,Full time
1017,43000,53000,Berlin,Germany,Female,20/03/2021,Research & Development,Full time
1018,105000,115000,Berlin,Germany,Male,06/03/2021,Research & Development,Full time
1019,20750,30750,São Paulo,Brazil,Female,06/03/2021,Research & Development,Full time
1020,48500,58500,London,United Kingdom,Female,06/03/2021,Research & Development,Full time
1021,77000,87000,Berlin,Germany,Male,06/04/2021,Research & Development,Full time
1022,135000,145000,Berlin,Germany,Male,06/04/2021,Research & Development,Full time
1023,140000,150000,Berlin,Germany,Male,06/04/2021,Research & Development,Full time
1024,17000,27000,São Paulo,Brazil,Female,20/03/2021,Research & Development,Full time
1025,18000,28000,São Paulo,Brazil,Female,20/03/2021,Research & Development,Full time
1027,100000,110000,Berlin,Germany,Male,20/03/2021,Research & Development,Full time
1028,73500,83500,Berlin,Germany,Female,06/04/2021,Research & Development,Full time
1029,92000,102000,Berlin,Germany,Female,20/04/2021,Research & Development,Full time
1030,72000,82000,Remote SumUp Limited,Germany,Female,06/04/2021,Research & Development,Full time
1031,165000,175000,Remote SumUp Limited,Germany,Male,06/04/2021,Research & Development,Full time
1032,80000,90000,Berlin,Germany,Male,06/04/2021,Research & Development,Full time
1033,65000,75000,Cologne,Germany,Female,06/04/2021,Research & Development,Full time
1034,120000,130000,Berlin,Germany,Male,06/04/2021,Research & Development,Full time
1035,63860,73860,Berlin,Germany,Female,06/04/2021,Research & Development,Full time
1036,85000,95000,Berlin,Germany,Male,20/09/2021,Research & Development,Full time
1038,51500,61500,São Paulo,Brazil,Female,17/04/2021,Research & Development,Full time
1040,28737,38737,São Paulo,Brazil,Male,01/05/2021,Research & Development,Full time
1056,45000,55000,Berlin,Germany,Male,06/05/2021,Research & Development,Full time
1057,140000,150000,Boulder,United States of America,Diverse,13/03/2021,Research & Development,Full time
1058,140000,150000,Boulder,United States of America,Diverse,13/03/2021,Research & Development,Full time
1059,55000,65000,Berlin,Germany,Female,06/05/2021,Research & Development,Full time
1062,68000,78000,Berlin,Germany,Female,06/05/2021,Research & Development,Part time
1063,78000,88000,Cologne,Germany,Male,06/05/2021,Research & Development,Full time
1064,25562,35562,São Paulo,Brazil,Male,22/05/2021,Research & Development,Full time
1068,115000,125000,Berlin,Germany,Female,20/06/2021,Research & Development,Full time
1069,63000,73000,Berlin,Germany,Male,06/06/2021,Research & Development,Full time
1070,72000,82000,Cologne,Germany,Male,06/08/2021,Research & Development,Full time
1072,80000,90000,Berlin,Germany,Male,06/10/2021,Research & Development,Full time
1074,36773,46773,São Paulo,Brazil,Female,06/07/2021,Research & Development,Full time
1075,62000,72000,Cologne,Germany,Male,06/08/2021,Research & Development,Full time
1076,75000,85000,Berlin,Germany,Male,20/07/2021,Research & Development,Full time
1077,63000,73000,Berlin,Germany,Male,20/08/2021,Research & Development,Full time
1078,18000,28000,São Paulo,Brazil,Male,17/07/2021,Research & Development,Full time
1080,95000,105000,Berlin,Germany,Male,06/08/2021,Research & Development,Full time
1085,105000,115000,Berlin,Germany,Female,06/10/2021,Research & Development,Full time
1086,82500,92500,Berlin,Germany,Male,20/11/2021,Research & Development,Full time
1087,17000,27000,São Paulo,Brazil,Male,06/09/2021,Research & Development,Full time
1089,80000,90000,Berlin,Germany,Male,06/12/2021,Research & Development,Full time
1092,90000,100000,Berlin,Germany,Male,06/10/2021,Research & Development,Full time
1106,78000,88000,Berlin,Germany,Male,06/11/2021,Research & Development,Full time
1107,100000,110000,Berlin,Germany,Male,06/01/2022,Research & Development,Full time
1108,65000,75000,Berlin,Germany,Male,20/11/2021,Research & Development,Full time
1109,84000,94000,Berlin,Germany,Male,06/12/2021,Research & Development,Full time
1110,39000,49000,Lima,Peru,Female,06/10/2021,Research & Development,Full time
1111,68000,78000,Berlin,Germany,Male,06/11/2021,Research & Development,Full time
1112,62000,72000,Berlin,Germany,Female,06/11/2021,Research & Development,Full time
1115,33000,43000,São Paulo,Brazil,Diverse,18/10/2021,Research & Development,Full time
1117,63000,73000,Berlin,Germany,Female,20/02/2022,Research & Development,Full time
1119,50000,60000,Berlin,Germany,Female,06/12/2021,Research & Development,Full time
1120,75000,85000,Cologne,Germany,Male,06/11/2021,Research & Development,Full time
1124,29700,39700,Berlin,Germany,Male,06/11/2021,Research & Development,Full time
1125,27000,37000,Berlin,Germany,Female,06/11/2021,Research & Development,Full time
1126,125000,135000,Boulder,United States of America,Female,20/11/2021,Research & Development,Full time
1130,17000,27000,São Paulo,Brazil,Female,21/11/2021,Research & Development,Full time
1132,17250,27250,São Paulo,Brazil,Diverse,21/11/2021,Research & Development,Full time
1133,28000,38000,São Paulo,Brazil,Diverse,06/12/2021,Research & Development,Full time
1134,19000,29000,São Paulo,Brazil,Diverse,06/12/2021,Research & Development,Full time
1135,54000,64000,Lithuania,Lithuania,Male,11/12/2021,Research & Development,Full time
1136,49586,59586,Lithuania,Lithuania,Diverse,08/01/2022,Research & Development,Full time
1137,33325,43325,Lithuania,Lithuania,Male,18/12/2021,Research & Development,Full time
1138,70000,80000,Berlin,Germany,Female,06/03/2022,Research & Development,Full time
1139,21000,31000,Berlin,Germany,Male,06/01/2022,Research & Development,Full time
1140,20000,30000,São Paulo,Brazil,Diverse,15/01/2022,Research & Development,Full time
1141,22000,32000,São Paulo,Brazil,Diverse,15/01/2022,Research & Development,Full time
1142,21000,31000,Berlin,Germany,Female,06/01/2022,Research & Development,Full time
1143,58800,68800,Lithuania,Lithuania,Female,18/12/2021,Research & Development,Full time
1144,75000,85000,Berlin,Germany,Female,06/01/2022,Research & Development,Full time
1145,80000,90000,Berlin,Germany,Male,06/03/2022,Research & Development,Full time
1147,19000,29000,São Paulo,Brazil,Diverse,08/01/2022,Research & Development,Full time
1148,110000,120000,Berlin,Germany,Male,06/03/2022,Research & Development,Full time
1149,160000,170000,Boulder,United States of America,Male,11/12/2021,Research & Development,Full time
1150,79200,89200,Lithuania,Lithuania,Male,08/01/2022,Research & Development,Full time
1152,27000,37000,Berlin,Germany,Male,06/01/2022,Research & Development,Full time
1153,27000,37000,Berlin,Germany,Female,06/01/2022,Research & Development,Full time
1154,27000,37000,Berlin,Germany,Female,06/01/2022,Research & Development,Full time
1155,27000,37000,Berlin,Germany,Female,06/01/2022,Research & Development,Full time
1156,27000,37000,Berlin,Germany,Female,06/01/2022,Research & Development,Full time
1157,25000,35000,Berlin,Germany,Male,20/01/2022,Research & Development,Part time
1161,70000,80000,Amsterdam,Netherlands,Female,23/01/2022,Research & Development,Full time
1163,27000,37000,Berlin,Germany,Male,06/02/2022,Research & Development,Full time
1166,27000,37000,Berlin,Germany,Male,06/03/2022,Research & Development,Full time
1168,19500,29500,São Paulo,Brazil,Diverse,06/02/2022,Research & Development,Full time
1170,17500,27500,São Paulo,Brazil,Male,06/02/2022,Research & Development,Full time
1171,27000,37000,Berlin,Germany,Male,06/03/2022,Research & Development,Full time
1175,45000,55000,Berlin,Germany,Male,20/03/2022,Research & Development,Full time
1180,17500,27500,Lima,Peru,Diverse,09/03/2022,Research & Development,Full time
1182,23333,33333,Lima,Peru,Diverse,16/03/2022,Research & Development,Full time
1183,78000,88000,Lithuania,Lithuania,Diverse,02/04/2022,Research & Development,Full time
1184,18000,28000,São Paulo,Brazil,Diverse,12/03/2022,Research & Development,Full time
1230,152000,162000,Berlin,Germany,Female,03/11/2012,Business Development,Full time
1232,79000,89000,Berlin,Germany,Male,02/02/2013,Business Development,Full time
1238,31920,41920,Berlin,Germany,Female,13/12/2014,Business Development,Part time
1241,58000,68000,Berlin,Germany,Male,11/10/2015,Business Development,Full time
1245,78000,88000,Berlin,Germany,Male,21/09/2014,Business Development,Full time
1246,58000,68000,Berlin,Germany,Male,20/07/2014,Business Development,Full time
1247,160000,170000,Berlin,Germany,Male,20/09/2015,Business Development,Full time
1248,48000,58000,Berlin,Germany,Female,06/06/2016,Business Development,Full time
1249,34700,44700,Berlin,Germany,Male,06/08/2016,Business Development,Full time
1250,26025,36025,Berlin,Germany,Male,13/08/2016,Business Development,Part time
1251,182000,192000,Amsterdam,Netherlands,Male,29/03/2014,Business Development,Full time
1252,58000,68000,Berlin,Germany,Female,29/10/2016,Business Development,Full time
1253,39400,49400,Berlin,Germany,Male,06/11/2016,Business Development,Full time
1258,70350,80350,Berlin,Germany,Male,08/04/2017,Business Development,Full time
1259,60000,70000,Berlin,Germany,Male,10/04/2017,Business Development,Full time
1260,47000,57000,Berlin,Germany,Male,06/05/2017,Business Development,Full time
1261,36400,46400,Berlin,Germany,Male,20/05/2017,Business Development,Full time
1264,65000,75000,Berlin,Germany,Male,05/08/2017,Business Development,Full time
1267,48000,58000,Berlin,Germany,Female,02/09/2017,Business Development,Full time
1268,58000,68000,Berlin,Germany,Male,23/09/2017,Business Development,Full time
1273,39400,49400,Berlin,Germany,Male,21/10/2017,Business Development,Full time
1277,41000,51000,Berlin,Germany,Female,20/11/2017,Business Development,Full time
1281,42600,52600,Berlin,Germany,Female,09/12/2017,Business Development,Full time
1284,45000,55000,Berlin,Germany,Female,23/12/2017,Business Development,Full time
1289,42000,52000,Berlin,Germany,Female,20/01/2018,Business Development,Full time
1292,36400,46400,Berlin,Germany,Male,06/02/2018,Business Development,Full time
1293,42600,52600,Berlin,Germany,Male,20/02/2018,Business Development,Full time
1294,38750,48750,Berlin,Germany,Male,20/02/2018,Business Development,Full time
1298,42600,52600,Berlin,Germany,Female,20/03/2018,Business Development,Full time
1300,36400,46400,Berlin,Germany,Male,21/04/2018,Business Development,Full time
1301,38750,48750,Berlin,Germany,Male,07/05/2018,Business Development,Full time
1302,37500,47500,Berlin,Germany,Female,07/05/2018,Business Development,Full time
1309,39400,49400,Berlin,Germany,Female,06/06/2018,Business Development,Full time
1310,57500,67500,Berlin,Germany,Female,06/06/2018,Business Development,Full time
1311,61600,71600,Berlin,Germany,Female,06/06/2018,Business Development,Full time
1312,47000,57000,Berlin,Germany,Female,20/06/2018,Business Development,Full time
1313,32700,42700,Berlin,Germany,Female,06/06/2018,Business Development,Full time
1314,39000,49000,Berlin,Germany,Male,06/06/2018,Business Development,Full time
1315,38000,48000,Berlin,Germany,Male,20/07/2018,Business Development,Full time
1316,42000,52000,Berlin,Germany,Female,20/07/2018,Business Development,Full time
1317,90000,100000,Dublin,Ireland,Male,06/08/2018,Business Development,Full time
1318,45000,55000,Berlin,Germany,Male,06/08/2018,Business Development,Full time
1319,42600,52600,Berlin,Germany,Female,20/08/2018,Business Development,Full time
1322,35500,45500,Berlin,Germany,Male,06/09/2018,Business Development,Full time
1323,33500,43500,Berlin,Germany,Male,06/09/2018,Business Development,Full time
1324,36500,46500,Berlin,Germany,Male,06/09/2018,Business Development,Full time
1325,31320,41320,Amsterdam,Netherlands,Male,06/09/2018,Business Development,Part time
1327,34500,44500,Berlin,Germany,Female,06/10/2018,Business Development,Full time
1328,42600,52600,Berlin,Germany,Male,20/10/2018,Business Development,Full time
1329,89000,99000,Berlin,Germany,Female,20/10/2018,Business Development,Full time
1330,30300,40300,Berlin,Germany,Male,20/10/2018,Business Development,Full time
1332,17812,27812,Berlin,Germany,Female,06/11/2018,Business Development,Part time
1333,55000,65000,Berlin,Germany,Female,06/11/2018,Business Development,Full time
1334,24525,34525,Berlin,Germany,Male,06/11/2018,Business Development,Part time
1335,90000,100000,Berlin,Germany,Female,06/11/2018,Business Development,Full time
1336,36400,46400,Berlin,Germany,Female,06/11/2018,Business Development,Full time
1338,52000,62000,Berlin,Germany,Male,20/11/2018,Business Development,Full time
1339,32300,42300,Berlin,Germany,Male,20/11/2018,Business Development,Full time
1341,17072,27072,Amsterdam,Netherlands,Female,16/09/2020,Business Development,Part time
1342,130000,140000,Berlin,Germany,Female,06/12/2018,Business Development,Full time
1343,39000,49000,Berlin,Germany,Male,20/01/2019,Business Development,Full time
1344,59000,69000,Berlin,Germany,Female,06/12/2018,Business Development,Full time
1345,42600,52600,Berlin,Germany,Male,20/01/2019,Business Development,Full time
1346,30300,40300,Berlin,Germany,Male,11/01/2019,Business Development,Full time
1347,34500,44500,Berlin,Germany,Male,11/01/2019,Business Development,Full time
1348,62000,72000,London,United Kingdom,Male,12/01/2019,Business Development,Full time
1349,34200,44200,Berlin,Germany,Male,25/01/2019,Business Development,Full time
1350,45000,55000,Berlin,Germany,Female,25/01/2019,Business Development,Full time
1352,36400,46400,Berlin,Germany,Male,28/02/2019,Business Development,Full time
1353,68000,78000,Berlin,Germany,Female,11/02/2019,Business Development,Full time
1354,34500,44500,Berlin,Germany,Female,25/02/2019,Business Development,Full time
1355,34200,44200,Berlin,Germany,Male,25/02/2019,Business Development,Full time
1356,46000,56000,Berlin,Germany,Male,11/03/2019,Business Development,Full time
1357,80000,90000,Berlin,Germany,Male,11/04/2019,Business Development,Full time
1358,34500,44500,Berlin,Germany,Male,11/03/2019,Business Development,Full time
1359,32700,42700,Berlin,Germany,Female,11/03/2019,Business Development,Full time
1360,36400,46400,Berlin,Germany,Female,11/04/2019,Business Development,Full time
1361,29280,39280,Amsterdam,Netherlands,Male,01/03/2019,Business Development,Part time
1362,34500,44500,Berlin,Germany,Male,28/03/2019,Business Development,Full time
1363,94000,104000,Berlin,Germany,Female,25/05/2019,Business Development,Full time
1365,35700,45700,Amsterdam,Netherlands,Male,28/03/2019,Business Development,Full time
1366,30300,40300,Berlin,Germany,Female,25/04/2019,Business Development,Full time
1367,36400,46400,Berlin,Germany,Male,11/04/2019,Business Development,Full time
1368,42600,52600,Berlin,Germany,Male,11/04/2019,Business Development,Full time
1369,40000,50000,Berlin,Germany,Female,11/04/2019,Business Development,Full time
1371,52000,62000,Berlin,Germany,Female,25/05/2019,Business Development,Full time
1373,39000,49000,Berlin,Germany,Female,26/04/2019,Business Development,Full time
1374,32300,42300,Berlin,Germany,Male,11/05/2019,Business Development,Full time
1375,40000,50000,Berlin,Germany,Female,11/05/2019,Business Development,Full time
1376,32300,42300,Berlin,Germany,Male,25/05/2019,Business Development,Full time
1377,32300,42300,Berlin,Germany,Male,25/05/2019,Business Development,Full time
1378,36500,46500,Berlin,Germany,Female,25/05/2019,Business Development,Full time
1379,32700,42700,Berlin,Germany,Female,25/05/2019,Business Development,Full time
1380,32700,42700,Berlin,Germany,Male,25/05/2019,Business Development,Full time
1381,68000,78000,Berlin,Germany,Male,25/05/2019,Business Development,Full time
1382,34500,44500,Berlin,Germany,Male,11/07/2019,Business Development,Full time
1385,34200,44200,Berlin,Germany,Male,11/07/2019,Business Development,Full time
1386,35000,45000,Berlin,Germany,Male,11/07/2019,Business Development,Full time
1387,39000,49000,Berlin,Germany,Male,11/07/2019,Business Development,Full time
1388,32700,42700,Berlin,Germany,Female,11/08/2019,Business Development,Full time
1389,94000,104000,Berlin,Germany,Female,25/09/2019,Business Development,Full time
1390,32300,42300,Berlin,Germany,Female,25/07/2019,Business Development,Full time
1391,34500,44500,Berlin,Germany,Female,11/08/2019,Business Development,Full time
1392,120000,130000,Berlin,Germany,Female,11/08/2019,Business Development,Full time
1397,30300,40300,Berlin,Germany,Diverse,25/08/2019,Business Development,Full time
1398,67725,77725,Berlin,Germany,Male,25/08/2019,Business Development,Full time
